origin,destination,airport_origin_name,airport_dest_name,origin_city,destination_city,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,distance_km,co2_kg,departure_time,arrival_time,source,provider
"Aitrach (Kr Ravensb), Bahnhof",München Hbf Gleis 24,Tannheim Airfield,Schleissheim Airfield,"Aitrach (Kr Ravensb), Bahnhof",München Hbf Gleis 24,Avion,48.009998,10.098611,48.239166,11.559334,111.37322246828161,71.44984380574309,,,airports,OurAirports
Aulendorf Bahnhof,Rheinfelden (Baden) Bahnhof,Reute/Bad Waldsee Airfield,Herten-Rheinfelden Airfield,Aulendorf Bahnhof,Rheinfelden (Baden) Bahnhof,Avion,47.915,9.710278,47.56028,7.748333,151.9218119828879,97.46319174659945,,,airports,OurAirports
Bad Schussenried,Tiengen (Hochrhein) Bahnhof,Reute/Bad Waldsee Airfield,Bohlhof Glider Field,Bad Schussenried,Tiengen (Hochrhein) Bahnhof,Avion,47.915,9.710278,47.6509,8.3867,103.15962055601089,66.18052896768648,,,airports,OurAirports
Beuggen Bahnhof,Friedrichshafen Stadtbahnhof,Herten-Rheinfelden Airfield,Bodensee Airport Friedrichshafen,Beuggen Bahnhof,Friedrichshafen Stadtbahnhof,Avion,47.56028,7.748333,47.671299,9.51149,132.73222183405778,85.15239397633096,,,airports,OurAirports
Blaustein Gleis 1,Donaueschingen Bahnhof,Erbach Airfield,Donaueschingen-Villingen Airfield,Blaustein Gleis 1,Donaueschingen Bahnhof,Avion,48.34222,9.916111,47.973331,8.522222,111.23048168709629,71.35827056852887,,,airports,OurAirports
München Hbf Gleis 15,Kempten (Allgäu) Hbf,Schleissheim Airfield,Kempten-Durach Airfield,München Hbf Gleis 15,Kempten (Allgäu) Hbf,Avion,48.239166,11.559334,47.691944,10.338056,109.40771362873984,70.1889006771193,,,airports,OurAirports
München Hbf Gleis 17,Röthenbach (Allgäu),Schleissheim Airfield,Isny Glider Field,München Hbf Gleis 17,Röthenbach (Allgäu),Avion,48.239166,11.559334,47.7002,10.0207,129.27458977604442,82.93420126350772,,,airports,OurAirports
München Hbf Gleis 24,Wangen Bahnhof,Schleissheim Airfield,Wangen-Kißlegg Airfield,München Hbf Gleis 24,Wangen Bahnhof,Avion,48.239166,11.559334,47.753962,9.86219,137.3209505352127,88.0962250130761,,,airports,OurAirports
Nürnberg Hbf,Immenstadt,Nuremberg Airport,Agathazell Airfield,Nürnberg Hbf,Immenstadt,Avion,49.498699,11.078056,47.554788,10.272868,224.13469545123397,90.33133318956169,,,airports,OurAirports
Nürnberg Hbf,Röthenbach (Allgäu),Nuremberg Airport,Isny Glider Field,Nürnberg Hbf,Röthenbach (Allgäu),Avion,49.498699,11.078056,47.7002,10.0207,214.56143366925602,86.47309295594779,,,airports,OurAirports
Oberstaufen,Inningen,Isny Glider Field,Augsburg Airport,Oberstaufen,Inningen,Avion,47.7002,10.0207,48.425278,10.931667,105.27553917390595,67.53796526524285,,,airports,OurAirports
Pasing Gleis 4,Aichstetten Bahnhof,Dachau-Gröbenried Airfield,Leutkirch-Unterzeil Airfield,Pasing Gleis 4,Aichstetten Bahnhof,Avion,48.228675,11.422134,47.858891,10.014167,112.45392398155734,72.14315187937964,,,airports,OurAirports
Pasing Gleis 4,Lindau-Insel,Dachau-Gröbenried Airfield,Wildberg Airfield,Pasing Gleis 4,Lindau-Insel,Avion,48.228675,11.422134,47.600278,9.741944,143.39145073459667,91.99066464098794,,,airports,OurAirports
Plochingen Gleis 4,Langenargen Bahnhof,Esslingen-Jägerhaus Airfield,Bodensee Airport Friedrichshafen,Plochingen Gleis 4,Langenargen Bahnhof,Avion,48.762222,9.333889,47.671299,9.51149,122.01660418010586,78.27794794084004,,,airports,OurAirports
Ravensburg Bahnhof,Esslingen (N) Gleis 3,Berg Airfield,Esslingen-Jägerhaus Airfield,Ravensburg Bahnhof,Esslingen (N) Gleis 3,Avion,47.830746,9.539587,48.762222,9.333889,104.68707836272843,67.16044693442137,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 12,Nonnenhorn,Pattonville Airfield,Wildberg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 12,Nonnenhorn,Avion,48.864166,9.224722,47.600278,9.741944,145.66489990212412,93.44916233298383,,,airports,OurAirports
Triberg Bahnhof,Herrlingen,Winzeln-Schramberg Airfield,Blaubeuren Airfield,Triberg Bahnhof,Herrlingen,Avion,48.279167,8.428333,48.419724,9.798333,102.43887235582903,65.71814361881208,,,airports,OurAirports
Wehr-Brennet Bahnhof,Bermatingen-Ahausen Bahnhof,Hütten Glider Field,Markdorf Glider Field,Wehr-Brennet Bahnhof,Bermatingen-Ahausen Bahnhof,Avion,47.6333,7.9412,47.7072,9.391,108.86746269757879,69.8423106818594,,,airports,OurAirports
Aulendorf Bahnhof,Lauchringen Bahnhof,Reute/Bad Waldsee Airfield,Bohlhof Glider Field,Aulendorf Bahnhof,Lauchringen Bahnhof,Avion,47.915,9.710278,47.6509,8.3867,103.15962055601089,66.18052896768648,,,airports,OurAirports
Biberach (Riß),Rheinfelden (Baden) Bahnhof,Biberach an der Riß Airfield,Herten-Rheinfelden Airfield,Biberach (Riß),Rheinfelden (Baden) Bahnhof,Avion,48.112359,9.764013,47.56028,7.748333,162.48555880223932,104.24020729412956,,,airports,OurAirports
Bobingen,Lindau-Insel,Lechfeld Air Base,Wildberg Airfield,Bobingen,Lindau-Insel,Avion,48.185504,10.8612,47.600278,9.741944,105.82112415990618,67.88797724450095,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Amstetten (Württ),Bodensee Airport Friedrichshafen,Oppingen-Au Airfield,Friedrichshafen Stadtbahnhof,Amstetten (Württ),Avion,47.671299,9.51149,48.5566,9.8219,101.10208879898876,64.86054989725548,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Langenau (Württ),Bodensee Airport Friedrichshafen,Günzburg-Donauried Airfield,Friedrichshafen Stadtbahnhof,Langenau (Württ),Avion,47.671299,9.51149,48.486668,10.283333,107.2740858259529,68.82010331389196,,,airports,OurAirports
Geislingen (Steige) Gleis 2,Langenargen Bahnhof,Donzdorf Airfield,Bodensee Airport Friedrichshafen,Geislingen (Steige) Gleis 2,Langenargen Bahnhof,Avion,48.678177,9.845909,47.671299,9.51149,114.67270661815611,73.56657906690694,,,airports,OurAirports
Giengen (Brenz),Sipplingen Bahnhof,Giengen/Brenz Airfield,Radolfzell-Stahlringen Airfield,Giengen (Brenz),Sipplingen Bahnhof,Avion,48.634253,10.216484,47.802587,8.979378,130.199042621655,83.52727031512343,,,airports,OurAirports
Hergatz,Treuchtlingen,Wildberg Airfield,Treuchtlingen-Bubenheim Airfield,Hergatz,Treuchtlingen,Avion,47.600278,9.741944,48.996113,10.884167,176.71277435174068,113.36746702742867,,,airports,OurAirports
Herrlingen,Geisingen Bahnhof,Blaubeuren Airfield,Blumberg Airfield,Herrlingen,Geisingen Bahnhof,Avion,48.419724,9.798333,47.843676,8.564344,111.75448397609858,71.69443648770864,,,airports,OurAirports
Lindau-Aeschach,Göppingen Gleis 4,Wildberg Airfield,Göppingen-Bezgenriet Airfield,Lindau-Aeschach,Göppingen Gleis 4,Avion,47.600278,9.741944,48.658611,9.624167,118.00540191676623,75.70462044939134,,,airports,OurAirports
Lindau-Reutin,Bobingen,Wildberg Airfield,Lechfeld Air Base,Lindau-Reutin,Bobingen,Avion,47.600278,9.741944,48.185504,10.8612,105.82112415990618,67.88797724450095,,,airports,OurAirports
Martinszell (Allgäu),Pasing Gleis 4,Agathazell Airfield,Dachau-Gröbenried Airfield,Martinszell (Allgäu),Pasing Gleis 4,Avion,47.554788,10.272868,48.228675,11.422134,113.82897864724961,73.02529786483906,,,airports,OurAirports
Meckenbeuren Bahnhof,Göppingen Gleis 4,Bodensee Airport Friedrichshafen,Göppingen-Bezgenriet Airfield,Meckenbeuren Bahnhof,Göppingen Gleis 4,Avion,47.671299,9.51149,48.658611,9.624167,110.10164764299304,70.63408378155901,,,airports,OurAirports
Nürnberg Hbf,Oberstaufen,Nuremberg Airport,Isny Glider Field,Nürnberg Hbf,Oberstaufen,Avion,49.498699,11.078056,47.7002,10.0207,214.56143366925602,86.47309295594779,,,airports,OurAirports
"Oberkochen, Bahnhof","Salem, Bahnhof",Bartholomä-Amalienhof Airfield,Heiligenberg Glider Field,"Oberkochen, Bahnhof","Salem, Bahnhof",Avion,48.746666,10.005,47.83291,9.30127,114.16700137900665,73.24215134947005,,,airports,OurAirports
Oberstaufen,Augsburg Hbf,Isny Glider Field,Augsburg Airport,Oberstaufen,Augsburg Hbf,Avion,47.7002,10.0207,48.425278,10.931667,105.27553917390595,67.53796526524285,,,airports,OurAirports
Pasing Gleis 4,Tannheim (Württ),Dachau-Gröbenried Airfield,Tannheim Airfield,Pasing Gleis 4,Tannheim (Württ),Avion,48.228675,11.422134,48.009998,10.098611,101.21015886337119,64.92988064884076,,,airports,OurAirports
"Salem, Bahnhof",Giengen (Brenz),Heiligenberg Glider Field,Giengen/Brenz Airfield,"Salem, Bahnhof",Giengen (Brenz),Avion,47.83291,9.30127,48.634253,10.216484,111.95698807490717,71.82434999752037,,,airports,OurAirports
Sontheim (Brenz),Uhldingen-Mühlhofen Bahnhof,Gundelfingen Airfield,Konstanz Airfield,Sontheim (Brenz),Uhldingen-Mühlhofen Bahnhof,Avion,48.569343,10.358541,47.681435,9.139258,133.92855248584286,85.91988221376981,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 14,Wasserburg (Bodensee),Pattonville Airfield,Wildberg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 14,Wasserburg (Bodensee),Avion,48.864166,9.224722,47.600278,9.741944,145.66489990212412,93.44916233298383,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 16,Ravensburg Bahnhof,Pattonville Airfield,Berg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 16,Ravensburg Bahnhof,Avion,48.864166,9.224722,47.830746,9.539587,117.24302241925854,75.21552715739165,,,airports,OurAirports
Tannheim (Württ),Pasing Gleis 3,Tannheim Airfield,Dachau-Gröbenried Airfield,Tannheim (Württ),Pasing Gleis 3,Avion,48.009998,10.098611,48.228675,11.422134,101.21015886337119,64.92988064884076,,,airports,OurAirports
Uhldingen-Mühlhofen Bahnhof,Sontheim (Brenz),Konstanz Airfield,Gundelfingen Airfield,Uhldingen-Mühlhofen Bahnhof,Sontheim (Brenz),Avion,47.681435,9.139258,48.569343,10.358541,133.92855248584286,85.91988221376981,,,airports,OurAirports
"Aitrach (Kr Ravensb), Bahnhof",Pasing Gleis 3,Tannheim Airfield,Dachau-Gröbenried Airfield,"Aitrach (Kr Ravensb), Bahnhof",Pasing Gleis 3,Avion,48.009998,10.098611,48.228675,11.422134,101.21015886337119,64.92988064884076,,,airports,OurAirports
Albbruck Bahnhof,Friedrichshafen Stadtbahnhof,Hütten Glider Field,Bodensee Airport Friedrichshafen,Albbruck Bahnhof,Friedrichshafen Stadtbahnhof,Avion,47.6333,7.9412,47.671299,9.51149,117.69488401512909,75.50541228176218,,,airports,OurAirports
Beuggen Bahnhof,Markdorf Bahnhof,Herten-Rheinfelden Airfield,Markdorf Glider Field,Beuggen Bahnhof,Markdorf Bahnhof,Avion,47.56028,7.748333,47.7072,9.391,124.16307588175498,79.65498511743743,,,airports,OurAirports
Esslingen (N) Gleis 5,Ravensburg Bahnhof,Esslingen-Jägerhaus Airfield,Berg Airfield,Esslingen (N) Gleis 5,Ravensburg Bahnhof,Avion,48.762222,9.333889,47.830746,9.539587,104.68707836272843,67.16044693442137,,,airports,OurAirports
Geislingen (Steige) Gleis 2,Lindau-Aeschach,Donzdorf Airfield,Wildberg Airfield,Geislingen (Steige) Gleis 2,Lindau-Aeschach,Avion,48.678177,9.845909,47.600278,9.741944,120.10487836487577,77.05150851608066,,,airports,OurAirports
Geislingen (Steige) Gleis 2,Nonnenhorn,Donzdorf Airfield,Wildberg Airfield,Geislingen (Steige) Gleis 2,Nonnenhorn,Avion,48.678177,9.845909,47.600278,9.741944,120.10487836487577,77.05150851608066,,,airports,OurAirports
Grenzach Bahnhof Bstg 2,"Salem, Bahnhof",Herten-Rheinfelden Airfield,Heiligenberg Glider Field,Grenzach Bahnhof Bstg 2,"Salem, Bahnhof",Avion,47.56028,7.748333,47.83291,9.30127,120.10873891655214,77.05398519591597,,,airports,OurAirports
Immenstadt,München Hbf Gleis 25,Agathazell Airfield,Schleissheim Airfield,Immenstadt,München Hbf Gleis 25,Avion,47.554788,10.272868,48.239166,11.559334,122.42935788142192,78.5427439738153,,,airports,OurAirports
Inningen,Heimenkirch,Augsburg Airport,Isny Glider Field,Inningen,Heimenkirch,Avion,48.425278,10.931667,47.7002,10.0207,105.27553917390595,67.53796526524285,,,airports,OurAirports
Kaufbeuren,Nürnberg Hbf,Kaufbeuren Air Base,Nuremberg Airport,Kaufbeuren,Nürnberg Hbf,Avion,47.8617,10.6143,49.498699,11.078056,185.1818826730862,118.8006982236113,,,airports,OurAirports
Kressbronn Bahnhof,Plochingen Gleis 1,Wildberg Airfield,Esslingen-Jägerhaus Airfield,Kressbronn Bahnhof,Plochingen Gleis 1,Avion,47.600278,9.741944,48.762222,9.333889,132.69659608442248,85.12953880351212,,,airports,OurAirports
Lindau-Reutin,Pasing Gleis 4,Wildberg Airfield,Dachau-Gröbenried Airfield,Lindau-Reutin,Pasing Gleis 4,Avion,47.600278,9.741944,48.228675,11.422134,143.39145073459667,91.99066464098794,,,airports,OurAirports
München Hbf Gleis 24,Lindau-Insel,Schleissheim Airfield,Wildberg Airfield,München Hbf Gleis 24,Lindau-Insel,Avion,48.239166,11.559334,47.600278,9.741944,152.92718124812686,98.10817153057648,,,airports,OurAirports
Oberstaufen,Pasing Gleis 4,Isny Glider Field,Dachau-Gröbenried Airfield,Oberstaufen,Pasing Gleis 4,Avion,47.7002,10.0207,48.228675,11.422134,119.75056189692609,76.82420202595897,,,airports,OurAirports
Ravensburg Bahnhof,Badischer Bahnhof,Berg Airfield,EuroAirport Basel–Mulhouse–Freiburg,Ravensburg Bahnhof,Badischer Bahnhof,Avion,47.830746,9.539587,47.60068,7.521117,153.15476261919085,98.2541729935426,,,airports,OurAirports
Rheinfelden (Baden) Bahnhof,Friedrichshafen Hafenbahnhof,Herten-Rheinfelden Airfield,Bodensee Airport Friedrichshafen,Rheinfelden (Baden) Bahnhof,Friedrichshafen Hafenbahnhof,Avion,47.56028,7.748333,47.671299,9.51149,132.73222183405778,85.15239397633096,,,airports,OurAirports
Rheinfelden (Baden) Bahnhof,Uhldingen-Mühlhofen Bahnhof,Herten-Rheinfelden Airfield,Konstanz Airfield,Rheinfelden (Baden) Bahnhof,Uhldingen-Mühlhofen Bahnhof,Avion,47.56028,7.748333,47.681435,9.139258,105.11397710738342,67.43431751076349,,,airports,OurAirports
Schwörstadt Bahnhof,"Salem, Bahnhof",Hütten Glider Field,Heiligenberg Glider Field,Schwörstadt Bahnhof,"Salem, Bahnhof",Avion,47.6333,7.9412,47.83291,9.30127,104.10895406114699,66.78955983846738,,,airports,OurAirports
Tannheim (Württ),München Hbf Gleis 24,Tannheim Airfield,Schleissheim Airfield,Tannheim (Württ),München Hbf Gleis 24,Avion,48.009998,10.098611,48.239166,11.559334,111.37322246828161,71.44984380574309,,,airports,OurAirports
Treuchtlingen,Hergatz,Treuchtlingen-Bubenheim Airfield,Wildberg Airfield,Treuchtlingen,Hergatz,Avion,48.996113,10.884167,47.600278,9.741944,176.71277435174068,113.36746702742867,,,airports,OurAirports
Ulm Hbf,Singen (Htw) Bahnhof,Erbach Airfield,Hilzingen Airfield,Ulm Hbf,Singen (Htw) Bahnhof,Avion,48.34222,9.916111,47.7604,8.7683,107.07009095068257,68.6892334184879,,,airports,OurAirports
Überlingen Bahnhof Therme,Sontheim (Brenz),Konstanz Airfield,Gundelfingen Airfield,Überlingen Bahnhof Therme,Sontheim (Brenz),Avion,47.681435,9.139258,48.569343,10.358541,133.92855248584286,85.91988221376981,,,airports,OurAirports
Aichstetten Bahnhof,München Hbf Gleis 24,Leutkirch-Unterzeil Airfield,Schleissheim Airfield,Aichstetten Bahnhof,München Hbf Gleis 24,Avion,47.858891,10.014167,48.239166,11.559334,122.39075173394413,78.51797677083692,,,airports,OurAirports
Augsburg Messe Bstg 2,Oberstaufen,Augsburg Airport,Isny Glider Field,Augsburg Messe Bstg 2,Oberstaufen,Avion,48.425278,10.931667,47.7002,10.0207,105.27553917390595,67.53796526524285,,,airports,OurAirports
Badischer Bahnhof,Bahnhof Überlingen,EuroAirport Basel–Mulhouse–Freiburg,Konstanz Airfield,Badischer Bahnhof,Bahnhof Überlingen,Avion,47.60068,7.521117,47.681435,9.139258,121.56121768192486,77.98580146752106,,,airports,OurAirports
Badischer Bahnhof,Bermatingen-Ahausen Bahnhof,EuroAirport Basel–Mulhouse–Freiburg,Markdorf Glider Field,Badischer Bahnhof,Bermatingen-Ahausen Bahnhof,Avion,47.60068,7.521117,47.7072,9.391,140.55382447799153,90.17022748095826,,,airports,OurAirports
Donauwörth,Immenstadt,Stillberghof Airfield,Agathazell Airfield,Donauwörth,Immenstadt,Avion,48.7309,10.834,47.554788,10.272868,137.2441447797461,88.04695141651626,,,airports,OurAirports
Eriskirch Bahnhof,Plochingen Gleis 1,Bodensee Airport Friedrichshafen,Esslingen-Jägerhaus Airfield,Eriskirch Bahnhof,Plochingen Gleis 1,Avion,47.671299,9.51149,48.762222,9.333889,122.01660418010586,78.27794794084004,,,airports,OurAirports
Kempten (Allgäu) Hbf,Donauwörth,Kempten-Durach Airfield,Stillberghof Airfield,Kempten (Allgäu) Hbf,Donauwörth,Avion,47.691944,10.338056,48.7309,10.834,121.22990773502815,77.77325447074362,,,airports,OurAirports
Meckenbeuren Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 14,Bodensee Airport Friedrichshafen,Pattonville Airfield,Meckenbeuren Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 14,Avion,47.671299,9.51149,48.864166,9.224722,134.32804296213433,86.17616942087686,,,airports,OurAirports
München Hbf Gleis 24,Lindau-Reutin,Schleissheim Airfield,Wildberg Airfield,München Hbf Gleis 24,Lindau-Reutin,Avion,48.239166,11.559334,47.600278,9.741944,152.92718124812686,98.10817153057648,,,airports,OurAirports
Plochingen Gleis 4,Wasserburg (Bodensee),Esslingen-Jägerhaus Airfield,Wildberg Airfield,Plochingen Gleis 4,Wasserburg (Bodensee),Avion,48.762222,9.333889,47.600278,9.741944,132.69659608442248,85.12953880351212,,,airports,OurAirports
Ravensburg Bahnhof,"Aalen, Hauptbahnhof",Berg Airfield,Bartholomä-Amalienhof Airfield,Ravensburg Bahnhof,"Aalen, Hauptbahnhof",Avion,47.830746,9.539587,48.746666,10.005,107.50877434670313,68.97066426363354,,,airports,OurAirports
Ravensburg Bahnhof,Rheinfelden (Baden) Bahnhof,Berg Airfield,Herten-Rheinfelden Airfield,Ravensburg Bahnhof,Rheinfelden (Baden) Bahnhof,Avion,47.830746,9.539587,47.56028,7.748333,137.38954143215236,88.14022848863533,,,airports,OurAirports
Treuchtlingen,Heimenkirch,Treuchtlingen-Bubenheim Airfield,Isny Glider Field,Treuchtlingen,Heimenkirch,Avion,48.996113,10.884167,47.7002,10.0207,157.5925880197211,101.10119424944051,,,airports,OurAirports
Biberach Süd,Erzingen (Baden) Bahnhof,Biberach an der Riß Airfield,Bohlhof Glider Field,Biberach Süd,Erzingen (Baden) Bahnhof,Avion,48.112359,9.764013,47.6509,8.3867,114.81378265842952,73.65708431420853,,,airports,OurAirports
Enzisweiler,Stuttgart Hauptbahnhof (oben) Gleis 11,Wildberg Airfield,Pattonville Airfield,Enzisweiler,Stuttgart Hauptbahnhof (oben) Gleis 11,Avion,47.600278,9.741944,48.864166,9.224722,145.66489990212412,93.44916233298383,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Esslingen (N) Gleis 3,Bodensee Airport Friedrichshafen,Esslingen-Jägerhaus Airfield,Friedrichshafen Stadtbahnhof,Esslingen (N) Gleis 3,Avion,47.671299,9.51149,48.762222,9.333889,122.01660418010586,78.27794794084004,,,airports,OurAirports
Grenzach Bahnhof Bstg 2,Bahnhof Überlingen,Herten-Rheinfelden Airfield,Konstanz Airfield,Grenzach Bahnhof Bstg 2,Bahnhof Überlingen,Avion,47.56028,7.748333,47.681435,9.139258,105.11397710738342,67.43431751076349,,,airports,OurAirports
Göppingen Gleis 6,Enzisweiler,Göppingen-Bezgenriet Airfield,Wildberg Airfield,Göppingen Gleis 6,Enzisweiler,Avion,48.658611,9.624167,47.600278,9.741944,118.00540191676623,75.70462044939134,,,airports,OurAirports
Heimenkirch,München Hbf Gleis 15,Isny Glider Field,Schleissheim Airfield,Heimenkirch,München Hbf Gleis 15,Avion,47.7002,10.0207,48.239166,11.559334,129.27458977604442,82.93420126350772,,,airports,OurAirports
Heimenkirch,Pasing Gleis 3,Isny Glider Field,Dachau-Gröbenried Airfield,Heimenkirch,Pasing Gleis 3,Avion,47.7002,10.0207,48.228675,11.422134,119.75056189692609,76.82420202595897,,,airports,OurAirports
Herten (Baden) Bahnhof,Friedrichshafen Stadtbahnhof,Herten-Rheinfelden Airfield,Bodensee Airport Friedrichshafen,Herten (Baden) Bahnhof,Friedrichshafen Stadtbahnhof,Avion,47.56028,7.748333,47.671299,9.51149,132.73222183405778,85.15239397633096,,,airports,OurAirports
Laufenburg (Baden) Bahnhof,Friedrichshafen Stadtbahnhof,Fricktal-Schupfart Airfield,Bodensee Airport Friedrichshafen,Laufenburg (Baden) Bahnhof,Friedrichshafen Stadtbahnhof,Avion,47.5089,7.95,47.671299,9.51149,118.48314944144411,76.01111230856814,,,airports,OurAirports
Lindau-Reutin,Geltendorf,Wildberg Airfield,Jesenwang Airfield,Lindau-Reutin,Geltendorf,Avion,47.600278,9.741944,48.174366,11.125363,121.30762979884467,77.8231159113743,,,airports,OurAirports
Lindau-Reutin,München Hbf Gleis 15,Wildberg Airfield,Schleissheim Airfield,Lindau-Reutin,München Hbf Gleis 15,Avion,47.600278,9.741944,48.239166,11.559334,152.92718124812686,98.10817153057648,,,airports,OurAirports
Ludwigshafen(Bodensee) Bahnhof,Sontheim (Brenz),Radolfzell-Stahlringen Airfield,Gundelfingen Airfield,Ludwigshafen(Bodensee) Bahnhof,Sontheim (Brenz),Avion,47.802587,8.979378,48.569343,10.358541,133.12445383242715,85.40402461427077,,,airports,OurAirports
Martinszell (Allgäu),München Hbf Gleis 18,Agathazell Airfield,Schleissheim Airfield,Martinszell (Allgäu),München Hbf Gleis 18,Avion,47.554788,10.272868,48.239166,11.559334,122.42935788142192,78.5427439738153,,,airports,OurAirports
München Hbf Gleis 18,Kempten (Allgäu) Hbf,Schleissheim Airfield,Kempten-Durach Airfield,München Hbf Gleis 18,Kempten (Allgäu) Hbf,Avion,48.239166,11.559334,47.691944,10.338056,109.40771362873984,70.1889006771193,,,airports,OurAirports
